15,https://leetcode.com/problems/3sum/discuss/725581/python-2-pointers-on2-solution-explained
24,https://leetcode.com/problems/largest-rectangle-in-histogram/discuss/995249/Python-increasing-stack-explained
35,https://leetcode.com/problems/search-insert-position/discuss/679918/Python-2-Solutions%3A-Oneliner-and-Classical-BS-explained
39,https://leetcode.com/problems/combination-sum/discuss/875097/Python-bactracking-solution-explained
41,https://leetcode.com/problems/first-missing-positive/discuss/871665/Python-O(n)-solution-without-additional-memory-explained
47,https://leetcode.com/problems/permutations-ii/discuss/932924/Python-simple-dfsbacktracking-explained
50,https://leetcode.com/problems/powx-n/discuss/738830/python-recursive-olog-n-solution-explained
56,https://leetcode.com/problems/merge-intervals/discuss/939998/python-sort-and-traverse-explained
57,https://leetcode.com/problems/insert-interval/discuss/844494/Python-O(n)-solution-explained
58,https://leetcode.com/problems/length-of-last-word/discuss/847535/Python-solution-without-split-explained
59,https://leetcode.com/problems/spiral-matrix-ii/discuss/963128/Python-rotate-when-need-explained
60,https://leetcode.com/problems/permutation-sequence/discuss/696390/Python-Math-solution-O(n2)-expained
61,https://leetcode.com/problems/rotate-list/discuss/883252/Python-O(n)-solution-explained
62,https://leetcode.com/problems/unique-paths/discuss/711190/Python-2-solutions%3A-dp-and-oneliner-math-explained
66,https://leetcode.com/problems/plus-one/discuss/722211/python-find-maximum-9-in-the-end-explained
67,https://leetcode.com/problems/add-binary/discuss/743698/python-8-lines-neat-solution-explained
70,https://leetcode.com/problems/climbing-stairs/discuss/764847/python-2-solution-dp-fibonacci-math-explained
72,https://leetcode.com/problems/edit-distance/discuss/662395/python-classical-dp-omn-explained
74,https://leetcode.com/problems/search-a-2d-matrix/discuss/896821/Python-Simple-binary-search-explained
75,https://leetcode.com/problems/sort-colors/discuss/681526/Python-O(n)-3-pointers-in-place-approach-explained
78,https://leetcode.com/problems/subsets/discuss/729842/python-3-solutions-backtracking-2-oneliners-explained
79,https://leetcode.com/problems/word-search/discuss/747144/python-dfs-backtracking-solution-explained
80,https://leetcode.com/problems/remove-duplicates-from-sorted-array-ii/discuss/967951/Python-Two-pointers-approach-explained
